"dates";"year";"month";"week";"artouste_lac";"artouste";"bious";"fabreges";"miegebat";"hourat";"geteu";"castet";"mareges";"st_pierre";"coindre"
"1";2012-01-01;2012;1;1;1.24152460414916;12.7295483741909;2.89382718503475;4.8290941095911;16.6348205355462;6.88494161702693;3.87587846629322;1.34021672001109;70.3921103384346;125.037375960965;10.351822514087
"2";2012-01-02;2012;1;1;0.137369931209832;4.56814366579056;12.7500017955899;6.97722491808236;47.7175414504018;7.98546978272498;4.17111077019945;1.67933540325612;80.7168890442699;103.381303653587;19.3253089115024
"3";2012-01-03;2012;1;1;0.323915041517466;2.02175148390234;9.55136915948242;0.711657549254596;37.4416602076963;25.2178628742695;2.84117594081908;0.0519811143167317;30.6592605449259;46.6167100286111;9.6372865755111
"4";2012-01-04;2012;1;1;0.507430845405906;11.8540852814913;12.7780987937003;1.31518446374685;34.8863255640026;17.9176312126219;5.94408463547006;2.84370040800422;47.8553387336433;116.800610886421;7.42366520036012
"5";2012-01-05;2012;1;1;1.15148942871019;22.1273927818984;7.07687158649787;8.13517493894324;21.2410378502682;29.5090941339731;5.51130319526419;0.105052145663649;5.69089315831661;43.7846719403751;29.2524322271347
"6";2012-01-06;2012;1;1;1.30195512901992;18.3933962825686;1.15820143511519;5.35353678511456;41.0324984870385;37.5533406063914;3.10377308679745;2.68533217418008;14.0702419728041;53.4609768097289;34.8505540955812
"7";2012-01-07;2012;1;1;0.886446640826762;20.8638036232442;6.58341989153996;6.7683891672641;4.95708495145664;31.8592621851712;0.793416751082987;2.3362003150396;55.1146132126451;62.5963703822345;24.8672858839855
"8";2012-01-08;2012;1;2;1.97931633284315;23.3812866434455;8.42326694633812;8.39104312239215;30.8747763396241;29.2460123728961;5.77068011183292;0.26900682435371;37.4235527124256;42.634525669273;34.9474242869765
"9";2012-01-09;2012;1;2;0.358907495159656;4.90135168097913;6.90018831798807;2.19407657859847;64.7238368284889;7.3836384806782;2.42931089177728;1.59631148166955;10.223977714777;88.4479588549584;33.8291288707405
"10";2012-01-10;2012;1;2;1.47824498498812;18.3464703261852;3.83351884176955;0.51678973948583;19.1388977284078;1.95154411718249;4.46920957742259;2.60810983856209;77.9500553291291;27.4930288549513;4.41605586837977
"11";2012-01-11;2012;1;2;1.61277179792523;6.12892058864236;9.11602334072813;0.165329279843718;60.2454887644853;6.11326259560883;0.912281446158886;1.30451781651936;118.0452481471;126.727677828167;32.0670765526593
"12";2012-01-12;2012;1;2;1.57862417958677;12.7662596851587;10.2053900784813;2.72518998011947;25.1147459435742;35.3204727452248;2.34115015156567;2.41635901923291;119.934371458367;35.9913159674034;6.25179482158273
"13";2012-01-13;2012;1;2;0.726888747420162;18.8482661247253;1.43780214712024;8.11693215277046;13.7631305144168;18.3272804692388;5.1843037144281;2.6787938203197;72.1743132267147;123.420170911122;6.75728761218488
